full_link,title,details,price,availability,size,landlord,online_status
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11088444.html,Fully furnished living in prime area | 60385-S11-5OGZI3,"13er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,16 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085078.html,Fully furnished living in prime area | 60431-S47-091ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",675 €,01.09.2024,12 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11112007.html,Fully furnished living in prime area | 60431-S47-117ZI1,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",725 €,11.07.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Niederrad.11089349.html,Fully furnished living in prime area | 60528-K28-1OGZI4,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Niederrad |
                        
                        Königslacherstraße 28",695 €,01.08.2024,22 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085083.html,Fully furnished living in prime area | 60431-S47-117ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",650 €,01.09.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11085081.html,Fully furnished living in prime area | 60385-S11-5OGZI14,"15er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Dornbusch.11108999.html,"(Verfügbar 1-24 Monate) - Privatzimmer im Westend, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Dornbusch |
                        
                        Wolfsgangstraße 91",750 €,"12.07.2024
                    
                                            - 31.05.2025",22 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Nordend-Ost.11010324.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Nordend-Ost |
                        
                        Schleiermacherstraße Nord...",770 €,20.06.2024,118 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bahnhofsviertel.11010456.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bahnhofsviertel |
                        
                        Weserstraße Bahnhofsviert...",746 €,20.07.2024,64 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.11108996.html,"(Verfügbar 1-24 Monate) - Private Room in Brückenviertel, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Walter Kolb Straße 14",780 €,"21.10.2024
                    
                                            - 31.05.2025",22 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Dornbusch.11010353.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Dornbusch |
                        
                        Wolfsgangstraße Westend 91",830 €,05.07.2024,130 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11010349.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Freiligrathstraße Bornhei...",790 €,05.07.2024,120 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.5158012.html,Mehr Spaß und Erfolg im Studium?,"6er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Paul-Ehrlich-Str.1",335 €,28.05.2024,15 m²,Julius,Online: 1 Minute
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.10480329.html,URBANELITE.COM // No deposit! (no Kaution) // Close to Opera Square // All inclusive furnished luxury room in the heart of Frankfurt Westend!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Oberlindau",899 €,15.07.2024,25 m²,Urban Elite,Online: 2 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Innenstadt.10018517.html,URBANELITE.COM // No deposit! (no Kaution) // 200 meters from Konstablerwache // All inclusive furnished luxury room as central as it gets!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Innenstadt |
                        
                        Schäfergasse",899 €,15.07.2024,20 m²,Urban Elite,Online: 3 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurt-am-Main.5892499.html,"Großes, hochwertig möbliertes Zimmer, nah an der City, trotzdem in grüner Umgebung","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurt am Main |
                        
                        An der Wolfsweide",680 €,"01.08.2024
                    
                                            - 28.02.2025",25 m²,Wern Schneider,Online: 3 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bahnhofsviertel.9769821.html,URBANELITE.COM // No deposit! (no Kaution) // Financial district prime location // All inclusive furnished luxury room close to the Willy-Brandt-Platz underground station!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bahnhofsviertel |
                        
                        Friedensstraße",899 €,15.07.2024,15 m²,Urban Elite,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt-Moebliert.5476432.html,"16qm großes, möbliertes Zimmer, altstadt, Miete 630€","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt-Möbliert |
                        
                        Am Geistpförtchen",795 €,01.09.2024,16 m²,Circe Circe,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt-Moebliert.4691816.html,"20qm, möbiliertes Zimmer in Altstadt, Kaltmiet 630 €","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt-Möbliert |
                        
                        Am Geistpförtchen",795 €,01.09.2024,20 m²,Circe Circe,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.8555199.html,URBANELITE.COM // No deposit! (no Kaution) // Close to Opera Square // All inclusive furnished luxury room in the heart of Frankfurt Westend!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Oberlindau",899 €,11.07.2024,20 m²,Urban Elite,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurter.11028337.html,Top-Lage mitten auf der Schweizer Straße in Sachsenhausen // Möbliertes Zimmer in 5er WG // All-Inclusive Miete.,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurter |
                        
                        Schweizer Straße 94",820 €,01.08.2024,20 m²,Paul E.,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main.11011948.html,Zwei schöne WG-Zimmer in zentraler Lage,"2er WG  
                         |

                                                                                    Frankfurt am Main |
                                                    
                        Ackermannstraße",612 €,01.08.2024,33 m²,UJJWAL,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurter.10053776.html,Top-Lage mitten im beliebten Nordend // Möbliertes Zimmer in 4er WG // All-inclusive.,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurter |
                        
                        Schwarzburgstr. 7",770 €,01.08.2024,14 m²,Paul E.,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.9682341.html,URBANELITE.COM // No deposit! (no Kaution) // Only meters away from Grüneburgweg metro station! All inclusive furnished luxury room in central fancy Frankfurt Westend!,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        telemannstrasse",899 €,15.07.2024,20 m²,Urban Elite,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11108317.html,Fully furnished living in prime area | 60386-S26-3OGLZI2,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",650 €,01.08.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11103144.html,Fully furnished living in prime area | 60386-S26-2OGRZI4,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",575 €,01.09.2024,14 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11088444.html,Fully furnished living in prime area | 60385-S11-5OGZI3,"13er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,16 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085078.html,Fully furnished living in prime area | 60431-S47-091ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",675 €,01.09.2024,12 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11112007.html,Fully furnished living in prime area | 60431-S47-117ZI1,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",725 €,11.07.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Niederrad.11089349.html,Fully furnished living in prime area | 60528-K28-1OGZI4,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Niederrad |
                        
                        Königslacherstraße 28",695 €,01.08.2024,22 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085083.html,Fully furnished living in prime area | 60431-S47-117ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",650 €,01.09.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11085081.html,Fully furnished living in prime area | 60385-S11-5OGZI14,"15er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11010372.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Habsburger Allee 37",870 €,24.05.2024,130 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Fechenheim.11010627.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Fechenheim |
                        
                        Gref-Völsing-Straße Osten...",770 €,05.07.2024,82 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Fechenheim.11010613.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Fechenheim |
                        
                        Gref-Völsing-Straße Osten...",750 €,05.07.2024,76 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.11109016.html,"(Verfügbar 1-24 Monate) - Private Room in Sachsenhausen, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Ossietzkystraße 6",780 €,"05.08.2024
                    
                                            - 31.05.2025",11 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11010346.html,WG in Frankfurt,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Petterweilstraße Nordend 31",820 €,16.09.2024,75 m²,Spotahome,Online: 17.05.2024
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11109006.html,"(Verfügbar 1-24 Monate) - Private Room in Nordend, Frankfurt","2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Petterweilstraße 31",720 €,"04.09.2024
                    
                                            - 31.05.2025",15 m²,Homelike Internet GmbH,Online: 1 Tag
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Sachsenhausen.5158012.html,Mehr Spaß und Erfolg im Studium?,"6er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Sachsenhausen |
                        
                        Paul-Ehrlich-Str.1",335 €,28.05.2024,15 m²,Julius,Online: 1 Minute
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.10480329.html,URBANELITE.COM // No deposit! (no Kaution) // Close to Opera Square // All inclusive furnished luxury room in the heart of Frankfurt Westend!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Oberlindau",899 €,15.07.2024,25 m²,Urban Elite,Online: 2 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Innenstadt.10018517.html,URBANELITE.COM // No deposit! (no Kaution) // 200 meters from Konstablerwache // All inclusive furnished luxury room as central as it gets!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Innenstadt |
                        
                        Schäfergasse",899 €,15.07.2024,20 m²,Urban Elite,Online: 3 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurt-am-Main.5892499.html,"Großes, hochwertig möbliertes Zimmer, nah an der City, trotzdem in grüner Umgebung","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurt am Main |
                        
                        An der Wolfsweide",680 €,"01.08.2024
                    
                                            - 28.02.2025",25 m²,Wern Schneider,Online: 3 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bahnhofsviertel.9769821.html,URBANELITE.COM // No deposit! (no Kaution) // Financial district prime location // All inclusive furnished luxury room close to the Willy-Brandt-Platz underground station!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bahnhofsviertel |
                        
                        Friedensstraße",899 €,15.07.2024,15 m²,Urban Elite,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt-Moebliert.5476432.html,"16qm großes, möbliertes Zimmer, altstadt, Miete 630€","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt-Möbliert |
                        
                        Am Geistpförtchen",795 €,01.09.2024,16 m²,Circe Circe,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Altstadt-Moebliert.4691816.html,"20qm, möbiliertes Zimmer in Altstadt, Kaltmiet 630 €","3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Altstadt-Möbliert |
                        
                        Am Geistpförtchen",795 €,01.09.2024,20 m²,Circe Circe,Online: 4 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.8555199.html,URBANELITE.COM // No deposit! (no Kaution) // Close to Opera Square // All inclusive furnished luxury room in the heart of Frankfurt Westend!!,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        Oberlindau",899 €,11.07.2024,20 m²,Urban Elite,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurter.11028337.html,Top-Lage mitten auf der Schweizer Straße in Sachsenhausen // Möbliertes Zimmer in 5er WG // All-Inclusive Miete.,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurter |
                        
                        Schweizer Straße 94",820 €,01.08.2024,20 m²,Paul E.,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main.11011948.html,Zwei schöne WG-Zimmer in zentraler Lage,"2er WG  
                         |

                                                                                    Frankfurt am Main |
                                                    
                        Ackermannstraße",612 €,01.08.2024,33 m²,UJJWAL,Online: 5 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Frankfurter.10053776.html,Top-Lage mitten im beliebten Nordend // Möbliertes Zimmer in 4er WG // All-inclusive.,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Frankfurter |
                        
                        Schwarzburgstr. 7",770 €,01.08.2024,14 m²,Paul E.,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Westend-Nord.9682341.html,URBANELITE.COM // No deposit! (no Kaution) // Only meters away from Grüneburgweg metro station! All inclusive furnished luxury room in central fancy Frankfurt Westend!,"2er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Westend-Nord |
                        
                        telemannstrasse",899 €,15.07.2024,20 m²,Urban Elite,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11108317.html,Fully furnished living in prime area | 60386-S26-3OGLZI2,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",650 €,01.08.2024,15 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11103144.html,Fully furnished living in prime area | 60386-S26-2OGRZI4,"4er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Schießhüttenstraße 26",575 €,01.09.2024,14 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bornheim.11088444.html,Fully furnished living in prime area | 60385-S11-5OGZI3,"13er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bornheim |
                        
                        Spessartstraße 11",650 €,01.09.2024,16 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085078.html,Fully furnished living in prime area | 60431-S47-091ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",675 €,01.09.2024,12 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11112007.html,Fully furnished living in prime area | 60431-S47-117ZI1,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",725 €,11.07.2024,N/A,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Niederrad.11089349.html,Fully furnished living in prime area | 60528-K28-1OGZI4,"5er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Niederrad |
                        
                        Königslacherstraße 28",695 €,01.08.2024,22 m²,Furnestate,Online: 6 Minuten
https://www.wg-gesucht.de/wg-zimmer-in-Frankfurt-am-Main-Bockenheim.11085083.html,Fully furnished living in prime area | 60431-S47-117ZI2,"3er WG  
                         |

                                                                                    Frankfurt am Main
                            
                            Bockenheim |
                        
                        Schönbornstraße 47",650 €,01.09.2024,N/A,Furnestate,Online: 6 Minuten
